mfsu,sec,ssu,visit,seg,sss,rel,sex,age,marst,gedu_lvl,tedu_lvl,form_edu,pas,ind_pas,ocu_pas,ern_reg,ern_self,st,dc,relg,sg,hh_size,hhtype,hce_tot,weight,mpce,total_wage,is_employed,is_unemployed,is_domestic_duties,spousal_wage
20006,2,01,V1,1,1,2,2,48,2,13,06,18,92,,,0,0,33,28,3,3,4,1,18470,8463.57,4617.5,0,0,0,1,15200.0
20006,2,02,V1,1,1,3,2,47,2,12,01,15,81,,,0,0,33,28,3,3,6,9,50343,8463.57,8390.5,0,0,1,0,0.0
20006,2,01,V1,1,2,4,2,41,2,10,01,12,92,,,0,0,33,28,3,3,4,9,12044,14811.25,3011.0,0,0,0,1,0.0
20006,2,02,V1,1,2,2,2,26,2,13,01,17,91,,,0,0,33,28,3,3,3,2,12208,14811.25,4069.3333333333335,0,0,0,0,22250.0
20018,2,01,V1,1,1,4,2,30,2,13,11,18,31,88900,531,10000,0,22,21,1,1,8,2,22992,4022.76,2874.0,10000,1,0,0,7500.0
20018,2,01,V1,1,1,4,2,30,2,13,01,17,31,85212,311,16500,0,22,21,1,1,8,2,22992,4022.76,2874.0,16500,1,0,0,7500.0
20018,2,02,V1,1,1,2,2,45,2,01,01,0,21,01124,611,0,0,22,21,1,3,5,1,10725,4022.76,2145.0,0,1,0,0,5500.0
20018,2,01,V1,1,2,2,2,55,2,01,01,0,21,01124,611,0,0,22,21,1,1,6,1,13933,10056.89,2322.1666666666665,0,1,0,0,9800.0
20018,2,01,V1,1,2,4,2,27,2,07,01,9,21,01124,611,0,0,22,21,1,1,6,1,13933,10056.89,2322.1666666666665,0,1,0,0,9800.0
20018,2,02,V1,1,2,2,2,42,2,01,01,0,51,01124,921,0,0,22,21,1,3,4,3,6492,10056.89,1623.0,0,1,0,0,0.0
20018,2,01,V1,1,3,2,2,47,2,01,01,0,21,01124,611,0,0,22,21,1,1,3,1,5500,11062.58,1833.3333333333333,0,1,0,0,6500.0
20018,2,02,V1,1,3,2,2,58,2,01,01,0,21,01124,611,0,0,22,21,1,3,8,1,12567,11062.58,1570.875,0,1,0,0,9800.0
20018,2,02,V1,1,3,4,2,30,2,06,01,7,21,01124,611,0,0,22,21,1,3,8,1,12567,11062.58,1570.875,0,1,0,0,9800.0
20018,2,02,V1,1,3,4,2,23,2,10,01,12,92,,,0,0,22,21,1,3,8,1,12567,11062.58,1570.875,0,0,0,1,9800.0
20018,2,01,V1,1,4,2,2,40,2,05,01,4,21,01124,611,0,0,22,21,1,3,4,1,8252,8380.74,2063.0,0,1,0,0,5500.0
20018,2,02,V1,1,4,2,2,58,2,01,01,0,21,01124,611,0,0,22,21,1,3,3,1,4892,8380.74,1630.6666666666667,0,1,0,0,3500.0
20020,2,01,V1,1,1,7,2,58,2,08,01,10,92,,,0,0,29,30,1,9,3,2,11558,23165.48,3852.6666666666665,0,0,0,1,0.0
20020,2,02,V1,1,1,2,2,48,2,08,01,10,92,,,0,0,29,30,1,3,3,2,6158,23165.48,2052.6666666666665,0,0,0,1,50000.0
20020,2,01,V1,1,2,2,2,45,2,07,01,8,51,41001,931,0,0,29,30,1,9,4,3,5600,37322.16,1400.0,0,1,0,0,0.0
20020,2,02,V1,1,2,2,2,58,2,06,01,7,21,01113,611,0,0,29,30,1,3,4,1,16442,37322.16,4110.5,0,1,0,0,6100.0
20020,2,01,V1,1,3,2,2,21,2,10,01,12,11,14105,753,0,8000,29,30,1,9,2,1,6242,21020.53,3121.0,8000,1,0,0,15000.0
20020,2,01,V1,1,4,2,2,45,2,01,01,0,51,41001,931,0,0,29,30,1,9,3,3,5860,19304.56,1953.3333333333333,0,1,0,0,0.0
20032,2,01,V1,1,1,2,2,49,2,07,01,9,92,,,0,0,27,13,1,3,4,2,13797,34720.23,3449.25,0,0,0,1,0.0
20032,2,01,V1,1,2,2,2,38,2,07,01,9,92,,,0,0,27,13,6,2,4,2,13528,66080.44,3382.0,0,0,0,1,49000.0
20032,2,01,V1,1,4,2,2,23,2,07,01,9,92,,,0,0,27,13,1,3,5,1,6913,16800.11,1382.6,0,0,0,1,13000.0
20032,2,01,V1,2,1,2,2,55,2,10,01,12,92,,,0,0,27,13,1,3,3,2,17725,78400.52,5908.333333333333,0,0,0,1,79000.0
20032,2,01,V1,2,2,2,2,51,2,10,01,12,92,,,0,0,27,13,1,3,2,9,12698,94080.62,6349.0,0,0,0,1,0.0
20032,2,01,V1,2,3,2,2,55,2,07,01,9,92,,,0,0,27,13,1,3,3,2,6123,69440.46,2041.0,0,0,0,1,8000.0
20032,2,01,V1,2,4,2,2,34,2,07,01,9,31,97009,911,2000,0,27,13,1,3,3,1,5147,33600.22,1715.6666666666667,2000,1,0,0,4000.0
20033,2,01,V1,1,1,2,2,34,2,12,01,15,31,21006,214,21000,0,29,18,1,3,4,2,15867,36239.39,3966.75,21000,1,0,0,24000.0
20033,2,02,V1,1,1,2,2,29,2,12,01,15,92,,,0,0,29,18,6,9,7,2,29367,36239.39,4195.285714285715,0,0,0,1,80000.0
20033,2,02,V1,1,1,8,2,28,2,12,03,16,92,,,0,0,29,18,6,9,7,2,29367,36239.39,4195.285714285715,0,0,0,1,80000.0
20033,2,02,V1,1,1,7,2,54,2,08,01,10,92,,,0,0,29,18,6,9,7,2,29367,36239.39,4195.285714285715,0,0,0,1,80000.0
20033,2,01,V1,1,2,2,2,50,2,12,03,16,31,64191,421,40000,0,29,18,1,3,4,2,10800,46181.17,2700.0,40000,1,0,0,50000.0
20033,2,02,V1,1,2,2,2,59,2,08,01,10,92,,,0,0,29,18,6,3,2,3,7517,46181.17,3758.5,0,0,0,1,0.0
20033,2,01,V1,1,3,7,2,50,2,07,01,8,92,,,0,0,29,18,6,3,3,2,14067,11224.59,4689.0,0,0,0,1,0.0
20033,2,02,V1,1,4,2,2,28,2,06,01,6,31,97009,911,6000,0,29,18,1,3,4,2,4575,9300.37,1143.75,6000,1,0,0,8000.0
20034,2,01,V1,1,1,2,2,45,2,12,01,15,92,,,0,0,18,13,1,9,3,9,15833,3480.26,5277.666666666667,0,0,0,1,0.0
20034,2,02,V1,1,1,2,2,60,2,10,01,12,92,,,0,0,18,13,1,9,3,9,18250,3480.26,6083.333333333333,0,0,0,1,0.0
20034,2,01,V1,1,2,2,2,45,2,10,01,12,92,,,0,0,18,13,1,1,3,9,16000,3796.65,5333.333333333333,0,0,0,1,0.0
20034,2,02,V1,1,2,2,2,38,2,07,01,9,92,,,0,0,18,13,1,9,4,2,13333,3796.65,3333.25,0,0,0,1,12000.0
20034,2,01,V1,1,3,1,2,38,2,10,01,12,92,,,0,0,18,13,2,3,5,9,16517,1898.32,3303.4,0,0,0,1,0.0
20034,2,01,V1,1,4,4,2,30,2,01,01,0,92,,,0,0,18,13,3,3,5,2,8433,10440.78,1686.6,0,0,0,1,0.0
20040,2,01,V1,1,1,7,2,48,2,08,01,10,93,,,0,0,09,09,1,3,5,1,18708,20287.8,3741.6,0,0,0,1,0.0
20040,2,02,V1,1,1,2,2,46,2,12,01,15,92,,,0,0,09,09,1,9,4,2,12750,20287.8,3187.5,0,0,0,1,25000.0
20040,2,01,V1,1,2,2,2,46,2,07,01,9,11,32120,731,0,5000,09,09,1,2,5,1,10542,19160.7,2108.4,5000,1,0,0,20000.0
20040,2,02,V1,1,2,2,2,38,2,10,01,12,11,32120,731,0,5000,09,09,1,3,5,2,10050,19160.7,2010.0,5000,1,0,0,12500.0
20040,2,01,V1,1,3,2,2,25,2,07,01,8,93,,,0,0,09,09,1,3,4,3,8750,19160.7,2187.5,0,0,0,1,0.0
20040,2,02,V1,1,3,2,2,37,2,07,01,8,93,,,0,0,09,09,1,3,4,1,8125,19160.7,2031.25,0,0,0,1,15000.0
20040,2,01,V1,1,4,2,2,60,2,01,01,0,92,,,0,0,09,09,1,3,2,9,5958,36630.76,2979.0,0,0,0,1,0.0
20040,2,02,V1,1,4,2,2,30,2,01,01,0,92,,,0,0,09,09,1,3,2,3,7917,36630.76,3958.5,0,0,0,1,0.0
20042,2,01,V1,1,1,2,2,40,2,06,01,7,92,,,0,0,22,11,1,3,6,1,9667,12532.0,1611.1666666666667,0,0,0,1,12000.0
20042,2,02,V1,1,1,2,2,56,2,01,01,0,92,,,0,0,22,11,1,2,5,2,16417,12532.0,3283.4,0,0,0,1,9000.0
20042,2,01,V1,1,2,2,2,27,2,12,01,15,81,,,0,0,22,11,1,9,2,2,14083,9479.33,7041.5,0,0,1,0,20000.0
20042,2,02,V1,1,2,2,2,51,2,06,01,5,92,,,0,0,22,11,1,3,4,2,7750,9479.33,1937.5,0,0,0,1,9000.0
20042,2,01,V1,1,3,2,2,40,2,06,01,5,11,46305,932,0,7000,22,11,1,9,5,3,5500,6105.33,1100.0,7000,1,0,0,0.0
20042,2,02,V1,1,3,2,2,46,2,01,01,0,92,,,0,0,22,11,1,3,4,2,8000,6105.33,2000.0,0,0,0,1,12000.0
20043,2,01,V1,1,1,2,2,56,2,01,01,0,21,10799,751,0,0,19,02,1,9,9,1,36083,4500.85,4009.222222222222,0,1,0,0,28000.0
20043,2,01,V1,1,1,4,2,30,2,08,01,10,21,10799,751,0,0,19,02,1,9,9,1,36083,4500.85,4009.222222222222,0,1,0,0,28000.0
20043,2,01,V1,1,1,4,2,28,2,10,01,13,21,10799,751,0,0,19,02,1,9,9,1,36083,4500.85,4009.222222222222,0,1,0,0,28000.0
20043,2,02,V1,1,1,4,2,33,2,13,01,17,93,,,0,0,19,02,1,9,4,1,32833,4500.85,8208.25,0,0,0,1,0.0
20043,2,01,V1,1,2,2,2,28,2,10,01,13,93,,,0,0,19,02,1,2,4,1,18667,11865.87,4666.75,0,0,0,1,20000.0
20043,2,02,V1,1,2,4,2,24,2,12,01,15,93,,,0,0,19,02,1,3,5,2,18208,11865.87,3641.6,0,0,0,1,7500.0
20043,2,02,V1,1,3,2,2,42,2,06,01,6,93,,,0,0,19,02,1,9,5,1,18500,14730.04,3700.0,0,0,0,1,15000.0
20043,2,01,V1,1,4,2,2,21,2,07,01,9,93,,,0,0,19,02,1,9,3,1,14375,29050.92,4791.666666666667,0,0,0,1,15000.0
20043,2,02,V1,1,4,2,2,29,2,07,01,9,31,46491,524,5000,0,19,02,1,9,4,2,12958,29050.92,3239.5,5000,1,0,0,8500.0
20050,2,02,V1,1,1,4,2,35,2,12,01,15,92,,,0,0,20,09,1,9,13,2,38692,3168.79,2976.3076923076924,0,0,0,1,0.0
20050,2,02,V1,1,1,4,2,23,2,10,01,12,92,,,0,0,20,09,1,9,13,2,38692,3168.79,2976.3076923076924,0,0,0,1,0.0
20050,2,02,V1,1,1,4,2,25,2,12,01,15,92,,,0,0,20,09,1,9,13,2,38692,3168.79,2976.3076923076924,0,0,0,1,0.0
20050,2,02,V1,1,1,8,2,55,2,01,01,0,92,,,0,0,20,09,1,9,13,2,38692,3168.79,2976.3076923076924,0,0,0,1,0.0
20050,2,01,V1,1,2,4,2,48,2,01,01,0,92,,,0,0,20,09,1,2,11,3,26297,5281.32,2390.6363636363635,0,0,0,1,0.0
20050,2,01,V1,1,2,4,2,35,2,01,01,0,92,,,0,0,20,09,1,2,11,3,26297,5281.32,2390.6363636363635,0,0,0,1,0.0
20050,2,02,V1,1,2,2,2,48,2,06,01,5,92,,,0,0,20,09,1,2,7,3,18533,5281.32,2647.5714285714284,0,0,0,1,0.0
20050,2,02,V1,1,2,4,2,23,2,08,01,10,92,,,0,0,20,09,1,2,7,3,18533,5281.32,2647.5714285714284,0,0,0,1,0.0
20050,2,01,V1,1,3,2,2,40,2,01,01,0,92,,,0,0,20,09,1,2,3,1,6983,11090.77,2327.6666666666665,0,0,0,1,14000.0
20050,2,02,V1,1,3,2,2,38,2,01,01,0,92,,,0,0,20,09,1,2,4,1,8858,11090.77,2214.5,0,0,0,1,12600.0
20050,2,02,V1,1,4,2,2,38,2,06,01,5,92,,,0,0,20,09,1,2,4,1,7167,27990.98,1791.75,0,0,0,1,14600.0
20051,2,01,V1,1,1,2,2,47,2,10,01,12,92,,,0,0,33,06,3,3,4,2,7800,5686.35,1950.0,0,0,0,1,18000.0
20051,2,02,V1,1,1,2,2,58,2,07,01,8,92,,,0,0,33,06,1,3,6,1,6983,5686.35,1163.8333333333333,0,0,0,1,0.0
20051,2,02,V1,1,1,4,2,33,2,12,01,15,92,,,0,0,33,06,1,3,6,1,6983,5686.35,1163.8333333333333,0,0,0,1,0.0
20051,2,01,V1,1,2,2,2,46,2,07,01,9,92,,,0,0,33,06,1,3,4,2,10433,28948.68,2608.25,0,0,0,1,40000.0
20051,2,01,V1,1,3,2,2,40,2,12,01,15,92,,,0,0,33,06,1,3,5,1,11200,16542.1,2240.0,0,0,0,1,25000.0
20051,2,02,V1,1,3,2,2,45,2,07,01,9,92,,,0,0,33,06,1,3,4,1,9525,16542.1,2381.25,0,0,0,1,17000.0
20053,2,01,V1,1,1,2,2,42,2,07,01,9,51,23921,932,0,0,33,24,1,2,3,3,7487,5078.14,2495.6666666666665,0,1,0,0,0.0
20053,2,02,V1,1,1,2,2,37,2,08,01,10,31,20292,932,10000,0,33,24,1,2,5,1,23233,5078.14,4646.6,10000,1,0,0,5000.0
20053,2,01,V1,1,2,2,2,29,2,11,11,14,92,,,0,0,33,24,1,2,4,1,10267,15869.2,2566.75,0,0,0,1,8000.0
20053,2,02,V1,1,2,2,2,40,2,01,01,0,51,01124,921,0,0,33,24,1,2,4,3,4608,15869.2,1152.0,0,1,0,0,0.0
20053,2,01,V1,1,3,2,2,22,2,12,01,15,92,,,0,0,33,24,1,2,3,1,7942,19043.04,2647.3333333333335,0,0,0,1,12000.0
20053,2,02,V1,1,3,2,2,30,2,10,01,12,21,56102,751,0,0,33,24,1,2,4,1,21213,19043.04,5303.25,0,1,0,0,24000.0
20053,2,01,V1,1,4,2,2,60,2,06,01,5,51,01611,921,0,1400,33,24,1,2,2,3,3433,43164.21,1716.5,1400,1,0,0,0.0
20053,2,02,V1,1,4,2,2,35,2,01,01,0,92,,,0,0,33,24,3,2,4,1,6442,43164.21,1610.5,0,0,0,1,7500.0
20054,2,01,V1,1,1,2,2,32,2,08,01,10,31,13121,815,9000,0,33,32,1,3,5,3,17752,18394.25,3550.4,9000,1,0,0,0.0
20054,2,02,V1,1,1,2,2,36,2,13,01,17,92,,,0,0,33,32,1,3,5,2,16880,18394.25,3376.0,0,0,0,1,23350.0
20054,2,01,V1,1,2,2,2,29,2,12,01,15,92,,,0,0,33,32,1,3,4,3,13865,36788.5,3466.25,0,0,0,1,0.0
20054,2,02,V1,1,2,2,2,29,2,13,06,19,11,85491,234,0,5000,33,32,1,3,4,2,14753,36788.5,3688.25,5000,1,0,0,18700.0
20054,2,01,V1,1,3,2,2,34,2,07,01,9,21,47212,522,0,0,33,32,1,3,5,1,17390,30296.42,3478.0,0,1,0,0,25000.0
20054,2,02,V1,1,3,2,2,38,2,06,01,6,92,,,0,0,33,32,1,3,3,2,15533,30296.42,5177.666666666667,0,0,0,1,18000.0
20054,2,02,V1,1,4,2,2,55,2,01,01,0,92,,,0,0,33,32,1,3,2,3,9032,35706.49,4516.0,0,0,0,1,0.0
20058,2,01,V1,1,1,2,2,42,2,12,01,15,11,69100,261,0,20000,17,06,3,1,4,2,33579,2691.22,8394.75,20000,1,0,0,23000.0
20058,2,02,V1,1,1,3,2,40,2,12,01,15,11,47990,112,0,6250,17,06,3,1,6,2,32733,2691.22,5455.5,6250,1,0,0,0.0
20058,2,02,V1,1,1,3,2,35,2,13,01,20,31,85101,234,20000,0,17,06,3,1,6,2,32733,2691.22,5455.5,20000,1,0,0,0.0
20058,2,01,V1,1,2,2,2,31,2,12,01,15,92,,,0,0,17,06,9,1,4,1,31975,2475.92,7993.75,0,0,0,1,80000.0
20058,2,02,V1,1,3,2,2,33,2,07,01,9,92,,,0,0,17,06,6,9,5,2,11554,1345.61,2310.8,0,0,0,1,10000.0
20058,2,01,V1,1,4,2,2,33,2,07,01,8,81,,,0,0,17,06,3,1,5,3,11745,699.72,2349.0,0,0,1,0,0.0
20059,2,01,V1,1,1,4,2,32,2,12,01,15,92,,,0,0,09,33,1,2,6,2,20580,48884.67,3430.0,0,0,0,1,0.0
20059,2,01,V1,1,2,2,2,41,2,06,01,5,92,,,0,0,09,33,1,2,4,2,17700,34506.83,4425.0,0,0,0,1,10000.0
20059,2,02,V1,1,2,2,2,40,2,10,01,12,93,,,0,0,09,33,1,3,3,2,11483,34506.83,3827.6666666666665,0,0,0,1,13000.0
20059,2,02,V1,1,3,2,2,38,2,12,01,15,93,,,0,0,09,33,1,2,4,2,12275,21087.5,3068.75,0,0,0,1,12000.0
20059,2,01,V1,1,4,2,2,38,2,01,01,0,95,,,0,0,09,33,1,9,2,2,7558,21087.5,3779.0,0,0,0,0,0.0
20059,2,02,V1,1,4,4,2,31,2,06,01,5,93,,,0,0,09,33,1,2,7,1,13042,21087.5,1863.142857142857,0,0,0,1,0.0
20061,2,01,V1,1,1,2,2,32,2,12,01,15,92,,,0,0,27,21,1,9,6,1,41083,31025.97,6847.166666666667,0,0,0,1,85000.0
20061,2,02,V1,1,1,2,2,52,2,01,01,0,92,,,0,0,27,21,1,9,8,1,36667,31025.97,4583.375,0,0,0,1,100000.0
20061,2,02,V1,1,1,4,2,32,2,12,01,15,92,,,0,0,27,21,1,9,8,1,36667,31025.97,4583.375,0,0,0,1,100000.0
20061,2,02,V1,1,1,4,2,28,2,12,01,15,92,,,0,0,27,21,1,9,8,1,36667,31025.97,4583.375,0,0,0,1,100000.0
20061,2,02,V1,1,2,2,2,40,2,12,04,16,31,21001,134,150000,0,27,21,1,9,3,2,77417,20470.75,25805.666666666668,150000,1,0,0,200000.0
20061,2,01,V1,1,4,2,2,38,2,13,03,18,11,70200,112,0,50000,27,21,1,9,4,2,44417,5757.4,11104.25,50000,1,0,0,92000.0
20062,2,01,V1,1,1,2,2,53,2,01,01,0,92,,,0,0,08,15,2,3,9,2,19450,5298.88,2161.1111111111113,0,0,0,1,15000.0
20062,2,01,V1,1,1,4,2,24,2,08,01,10,92,,,0,4000,08,15,2,3,9,2,19450,5298.88,2161.1111111111113,4000,0,0,1,15000.0
20062,2,01,V1,1,1,4,2,21,2,10,01,12,92,,,0,0,08,15,2,3,9,2,19450,5298.88,2161.1111111111113,0,0,0,1,15000.0
20062,2,02,V1,1,1,2,2,50,2,12,06,16,92,,,0,0,08,15,2,3,5,1,16875,5298.88,3375.0,0,0,0,1,25000.0
20062,2,02,V1,1,1,4,2,23,2,12,06,17,92,,,0,0,08,15,2,3,5,1,16875,5298.88,3375.0,0,0,0,1,25000.0
20062,2,01,V1,1,2,2,2,30,2,08,01,10,92,,,0,0,08,15,2,9,5,2,12667,4857.3,2533.4,0,0,0,1,15000.0
20062,2,02,V1,1,2,2,2,55,2,01,01,0,92,,,0,0,08,15,2,3,9,1,15217,4857.3,1690.7777777777778,0,0,0,1,0.0
20062,2,02,V1,1,2,4,2,35,2,07,01,9,92,,,0,0,08,15,2,3,9,1,15217,4857.3,1690.7777777777778,0,0,0,1,0.0
20062,2,02,V1,1,2,4,2,22,2,07,01,8,92,,,0,0,08,15,2,3,9,1,15217,4857.3,1690.7777777777778,0,0,0,1,0.0
20062,2,02,V1,1,2,4,2,21,2,06,01,5,92,,,0,0,08,15,2,3,9,1,15217,4857.3,1690.7777777777778,0,0,0,1,0.0
20062,2,01,V1,1,3,2,2,55,2,01,01,0,92,,,0,0,08,15,2,3,10,2,17833,15455.06,1783.3,0,0,0,1,0.0
20062,2,01,V1,1,3,4,2,23,2,12,01,15,92,,,0,0,08,15,2,3,10,2,17833,15455.06,1783.3,0,0,0,1,0.0
20062,2,02,V1,1,3,4,2,38,2,05,01,2,92,,,0,0,08,15,2,3,13,1,21967,15455.06,1689.7692307692307,0,0,0,1,0.0
20062,2,02,V1,1,3,4,2,32,2,07,01,8,92,,,0,0,08,15,2,3,13,1,21967,15455.06,1689.7692307692307,0,0,0,1,0.0
20062,2,02,V1,1,3,4,2,33,2,08,01,10,92,,,0,0,08,15,2,3,13,1,21967,15455.06,1689.7692307692307,0,0,0,1,0.0
20062,2,01,V1,1,4,2,2,35,2,06,01,5,92,,,0,0,08,15,2,3,5,1,11167,26935.96,2233.4,0,0,0,1,15000.0
20062,2,02,V1,1,4,2,2,37,2,01,01,0,92,,,0,0,08,15,2,3,4,3,9700,26935.96,2425.0,0,0,0,1,0.0
20062,2,02,V1,1,4,3,2,18,2,05,01,2,92,,,0,0,08,15,2,3,4,3,9700,26935.96,2425.0,0,0,0,1,0.0
20071,2,01,V1,1,1,2,2,42,2,10,01,12,92,,,0,0,06,07,1,2,6,1,21166,19255.31,3527.6666666666665,0,0,0,1,16800.0
20071,2,01,V1,1,2,2,2,36,2,08,01,10,11,13139,753,0,0,06,07,1,3,5,2,10218,16423.65,2043.6,0,1,0,0,13500.0
20071,2,01,V1,1,3,2,2,26,2,12,01,15,91,,,0,0,06,07,1,9,3,1,13453,9627.66,4484.333333333333,0,0,0,0,28400.0
20071,2,01,V1,1,4,2,2,25,2,06,01,5,92,,,0,0,06,07,2,3,2,2,10056,14724.65,5028.0,0,0,0,1,12800.0
20071,2,01,V1,2,2,2,2,35,2,12,01,16,92,,,0,0,06,07,1,9,4,2,10902,24918.64,2725.5,0,0,0,1,10000.0
20071,2,01,V1,2,3,2,2,45,2,08,01,10,92,,,0,0,06,07,1,9,3,2,11898,6795.99,3966.0,0,0,0,1,13500.0
20071,2,01,V1,2,4,2,2,20,2,05,01,4,11,13139,753,0,2400,06,07,2,3,2,3,10889,5663.33,5444.5,2400,1,0,0,0.0
20072,2,01,V1,1,1,2,2,43,2,12,01,15,92,,,0,0,33,03,1,3,4,1,10620,32388.09,2655.0,0,0,0,1,50000.0
20072,2,02,V1,1,1,2,2,41,2,12,01,15,92,,,0,0,33,03,1,3,3,2,10703,32388.09,3567.6666666666665,0,0,0,1,45000.0
20072,2,01,V1,1,2,2,2,39,2,12,03,16,92,,,0,0,33,03,1,3,4,2,12953,38865.71,3238.25,0,0,0,1,60000.0
20072,2,02,V1,1,2,2,2,37,2,12,01,15,92,,,0,0,33,03,1,3,4,2,12620,38865.71,3155.0,0,0,0,1,30000.0
20072,2,02,V1,1,3,4,2,29,2,07,01,9,92,,,0,0,33,03,1,3,4,2,10500,7402.99,2625.0,0,0,0,1,0.0
20072,2,01,V1,1,4,2,2,29,2,12,01,15,92,,,0,0,33,03,1,3,3,2,10787,37940.33,3595.6666666666665,0,0,0,1,55000.0
20073,2,01,V1,1,1,2,2,52,2,01,01,0,92,,,0,0,08,20,1,3,8,1,32458,12230.64,4057.25,0,0,0,1,0.0
20073,2,01,V1,1,1,4,2,27,2,08,01,10,92,,,0,0,08,20,1,3,8,1,32458,12230.64,4057.25,0,0,0,1,0.0
20073,2,02,V1,1,1,2,2,48,2,08,01,10,92,,,0,0,08,20,1,3,3,2,8458,12230.64,2819.3333333333335,0,0,0,1,18000.0
20073,2,02,V1,1,2,2,2,40,2,06,01,5,92,,,0,0,08,20,1,3,4,1,18592,28538.16,4648.0,0,0,0,1,20000.0
20073,2,01,V1,1,3,2,2,42,2,01,01,0,92,,,0,0,08,20,1,3,5,1,25083,33294.52,5016.6,0,0,0,1,25000.0
20073,2,02,V1,1,3,2,2,57,2,01,01,0,51,41001,931,0,0,08,20,1,3,4,3,15542,33294.52,3885.5,0,1,0,0,0.0
20073,2,02,V1,1,3,4,2,22,2,08,01,10,51,41001,931,0,0,08,20,1,3,4,3,15542,33294.52,3885.5,0,1,0,0,0.0
20073,2,01,V1,1,4,2,2,56,2,01,01,0,94,,,0,0,08,20,1,3,3,1,15400,50961.0,5133.333333333333,0,0,0,0,0.0
20074,2,01,V1,1,1,2,2,58,2,13,01,17,92,,,0,0,09,66,1,9,3,9,27798,9215.87,9266.0,0,0,0,1,0.0
20074,2,02,V1,1,1,1,2,43,2,10,01,12,93,,,0,0,09,66,1,9,6,9,18280,9215.87,3046.6666666666665,0,0,0,1,0.0
20074,2,01,V1,1,2,2,2,30,2,07,01,8,93,,,0,0,09,66,1,2,5,2,10537,6143.91,2107.4,0,0,0,1,12000.0
20074,2,02,V1,1,2,2,2,35,2,10,01,14,93,,,0,0,09,66,1,2,4,1,9341,6143.91,2335.25,0,0,0,1,18000.0
20074,2,02,V1,1,4,2,2,36,2,05,01,4,31,96098,911,5000,0,09,66,1,3,3,2,9019,7987.09,3006.3333333333335,5000,1,0,0,9000.0
20079,2,01,V1,1,1,2,2,43,2,08,01,10,31,14101,753,10000,0,29,18,1,9,4,2,20627,9741.2,5156.75,10000,1,0,0,16500.0
20079,2,01,V1,1,2,2,2,56,2,01,01,0,92,,,0,0,29,18,1,9,4,2,16595,24353.0,4148.75,0,0,0,1,12000.0
20079,2,01,V1,1,4,2,2,44,2,06,01,7,21,13131,731,0,0,29,18,1,3,2,1,15975,27136.2,7987.5,0,1,0,0,21500.0
20079,2,01,V1,2,1,2,2,50,2,05,01,4,11,10750,751,0,13500,29,18,1,9,6,1,24625,32006.8,4104.166666666667,13500,1,0,0,15000.0
20079,2,01,V1,2,1,4,2,31,2,10,01,12,21,10750,751,0,0,29,18,1,9,6,1,24625,32006.8,4104.166666666667,0,1,0,0,15000.0
20079,2,01,V1,2,3,2,2,45,2,06,01,5,51,13121,731,0,0,29,18,1,3,3,3,14550,40356.4,4850.0,0,1,0,0,0.0
20079,2,01,V1,2,4,2,2,34,2,06,01,7,92,,,0,0,29,18,1,9,4,2,13255,54272.4,3313.75,0,0,0,1,18000.0
20081,2,01,V1,1,1,2,2,48,2,08,01,10,92,,,0,0,12,04,3,1,7,2,49258,1136.3,7036.857142857143,0,0,0,1,60540.0
20081,2,02,V1,1,1,2,2,49,2,07,01,9,11,47211,522,0,6500,12,04,3,1,8,2,59329,1136.3,7416.125,6500,1,0,0,48960.0
20081,2,01,V1,1,2,2,2,28,2,10,01,12,31,85101,234,8000,0,12,04,9,1,4,2,21417,1220.48,5354.25,8000,1,0,0,28560.0
20081,2,02,V1,1,2,2,2,43,2,10,01,12,11,96020,514,0,10000,12,04,3,1,4,1,30738,1220.48,7684.5,10000,1,0,0,40000.0
20081,2,01,V1,1,3,2,2,41,2,06,01,6,11,47211,522,0,9000,12,04,3,1,5,1,33166,1262.56,6633.2,9000,1,0,0,41000.0
20081,2,01,V1,1,4,2,2,41,2,05,01,4,11,47212,522,0,13000,12,04,9,1,4,1,18445,715.45,4611.25,13000,1,0,0,10000.0
20081,2,02,V1,1,4,2,2,36,2,07,01,9,11,47211,522,0,18500,12,04,3,1,4,1,15155,715.45,3788.75,18500,1,0,0,0.0
20082,2,01,V1,1,1,2,2,55,2,12,06,15,31,85211,233,75000,0,36,23,1,3,4,2,22917,13227.56,5729.25,75000,1,0,0,44000.0
20082,2,02,V1,1,1,2,2,31,2,10,01,12,92,,,0,0,36,23,1,3,5,2,22958,13227.56,4591.6,0,0,0,1,28000.0
20082,2,02,V1,1,1,7,2,60,2,01,01,0,92,,,0,0,36,23,1,3,5,2,22958,13227.56,4591.6,0,0,0,1,28000.0
20082,2,01,V1,1,2,2,2,35,2,08,01,10,92,,,0,0,36,23,1,3,4,1,19667,26455.12,4916.75,0,0,0,1,55000.0
20082,2,02,V1,1,2,2,2,58,2,01,01,0,92,,,0,0,36,23,1,3,5,2,26667,26455.12,5333.4,0,0,0,1,8000.0
20082,2,02,V1,1,2,4,2,24,2,10,01,12,92,,,0,0,36,23,1,3,5,2,26667,26455.12,5333.4,0,0,0,1,8000.0
20082,2,02,V1,1,3,2,2,26,2,08,01,10,92,,,0,0,36,23,1,3,2,1,18875,17896.11,9437.5,0,0,0,1,29500.0
