mfsu,sec,ssu,visit,seg,sss,rel,sex,age,marst,gedu_lvl,tedu_lvl,form_edu,pas,ind_pas,ocu_pas,ern_reg,ern_self,st,dc,relg,sg,hh_size,hhtype,hce_tot,weight,mpce,total_wage,is_employed,is_unemployed,is_domestic_duties,spousal_wage
22251,2,01,V1,1,2,2,2,50,2,07,01,8,92,,,0,0,10,16,1,3,3,1,10342,13794.14,3447.3333333333335,0,0,0,1,60000.0
22251,2,02,V1,1,2,2,2,40,2,07,01,9,92,,,0,0,10,16,1,9,4,9,10683,13794.14,2670.75,0,0,0,1,0.0
22251,2,01,V1,1,3,2,2,60,2,07,01,8,92,,,0,0,10,16,1,3,3,1,7583,8778.09,2527.6666666666665,0,0,0,1,45000.0
22251,2,02,V1,1,3,4,2,42,2,07,01,8,92,,,0,0,10,16,1,3,5,1,7917,8778.09,1583.4,0,0,0,1,0.0
22251,2,01,V1,1,4,4,2,38,2,07,01,8,93,,,0,0,10,16,1,2,13,1,14450,15884.16,1111.5384615384614,0,0,0,1,0.0
22251,2,01,V1,1,4,4,2,35,2,01,01,0,92,,,0,0,10,16,1,2,13,1,14450,15884.16,1111.5384615384614,0,0,0,1,0.0
22251,2,02,V1,1,4,2,2,30,2,07,01,8,92,,,0,0,10,16,1,3,4,1,6700,15884.16,1675.0,0,0,0,1,18000.0
22252,2,01,V1,1,1,2,2,40,2,07,01,8,21,56302,521,0,0,22,11,1,3,7,1,7213,6662.15,1030.4285714285713,0,1,0,0,12000.0
22252,2,02,V1,1,1,3,2,25,2,12,01,15,92,,,0,0,22,11,1,3,4,2,10296,6662.15,2574.0,0,0,0,1,0.0
22252,2,01,V1,1,2,2,2,42,2,05,01,2,11,47212,521,0,12000,22,11,1,3,5,2,8025,5234.54,1605.0,12000,1,0,0,9000.0
22252,2,02,V1,1,2,2,2,32,2,10,01,14,11,85491,234,0,8000,22,11,1,3,4,2,8375,5234.54,2093.75,8000,1,0,0,10000.0
22252,2,01,V1,1,3,1,2,45,2,06,01,5,92,,,0,0,22,11,1,9,3,1,11046,8565.62,3682.0,0,0,0,1,0.0
22252,2,02,V1,1,4,2,2,25,2,07,01,8,92,,,0,0,22,11,2,9,4,2,7629,12134.63,1907.25,0,0,0,1,9000.0
22253,2,01,V1,1,1,4,2,26,2,13,03,18,92,,,0,0,33,28,3,3,3,9,16843,8646.57,5614.333333333333,0,0,0,1,0.0
22253,2,02,V1,1,1,2,2,43,2,07,01,8,92,,,0,0,33,28,3,3,4,1,18095,8646.57,4523.75,0,0,0,1,14500.0
22253,2,01,V1,1,2,2,2,50,2,05,01,4,92,,,0,0,33,28,3,3,4,3,14890,15852.04,3722.5,0,0,0,1,0.0
22253,2,02,V1,1,2,2,2,49,2,11,11,14,92,,,0,0,33,28,3,3,2,1,11792,15852.04,5896.0,0,0,0,1,17500.0
22253,2,02,V1,1,3,2,2,33,2,08,01,10,93,,,0,0,33,28,3,3,6,3,11477,17293.14,1912.8333333333333,0,0,0,1,0.0
22276,2,01,V1,1,1,2,2,38,2,12,01,15,92,,,0,0,28,07,1,9,5,2,23333,4945.86,4666.6,0,0,0,1,85000.0
22276,2,01,V1,1,2,2,2,35,2,08,01,10,11,14105,753,0,8000,28,07,1,3,4,1,13975,22256.37,3493.75,8000,1,0,0,18000.0
22276,2,02,V1,1,2,4,2,39,2,08,01,10,31,97001,911,8000,0,28,07,1,3,7,3,17383,22256.37,2483.285714285714,8000,1,0,0,0.0
22276,2,01,V1,1,3,2,2,55,2,07,01,8,92,,,0,0,28,07,1,9,2,9,13000,13395.04,6500.0,0,0,0,1,0.0
22276,2,02,V1,1,3,2,2,29,2,06,01,5,92,,,0,0,28,07,1,3,3,1,16333,13395.04,5444.333333333333,0,0,0,1,20000.0
22276,2,01,V1,1,4,2,2,30,2,06,01,5,31,97001,911,7000,0,28,07,1,3,3,3,13433,34002.78,4477.666666666667,7000,1,0,0,0.0
22282,2,01,V1,1,1,2,2,55,2,12,01,15,92,,,0,0,16,01,1,2,5,1,27417,606.61,5483.4,0,0,0,1,55000.0
22282,2,02,V1,1,1,4,2,28,2,10,01,12,92,,,0,0,16,01,1,9,4,2,18000,606.61,4500.0,0,0,0,1,0.0
22282,2,01,V1,1,2,2,2,40,2,12,01,15,92,,,0,0,16,01,1,9,3,9,15000,1091.89,5000.0,0,0,0,1,0.0
22282,2,02,V1,1,2,2,2,54,2,06,01,6,92,,,0,0,16,01,1,9,4,1,18833,1091.89,4708.25,0,0,0,1,24000.0
22282,2,02,V1,1,2,4,2,26,2,12,04,17,11,86201,221,0,20000,16,01,1,9,4,1,18833,1091.89,4708.25,20000,1,0,0,24000.0
22282,2,01,V1,1,3,2,2,26,2,12,01,15,81,,,0,0,16,01,1,2,2,1,14458,2426.42,7229.0,0,0,1,0,30000.0
22282,2,02,V1,1,4,2,2,35,2,06,01,7,92,,,0,0,16,01,1,2,5,3,10700,3093.69,2140.0,0,0,0,1,0.0
22283,2,01,V1,1,1,4,2,42,2,12,01,15,93,,,0,0,09,33,1,9,6,2,29375,11940.46,4895.833333333333,0,0,0,1,0.0
22283,2,02,V1,1,1,2,2,46,2,07,01,8,92,,,0,0,09,33,2,3,6,2,20292,11940.46,3382.0,0,0,0,1,7000.0
22283,2,01,V1,1,2,2,2,52,2,01,01,0,11,01412,612,0,9000,09,33,1,2,7,2,15188,14179.29,2169.714285714286,9000,1,0,0,0.0
22283,2,01,V1,1,2,4,2,28,2,08,01,10,92,,,0,0,09,33,1,2,7,2,15188,14179.29,2169.714285714286,0,0,0,1,0.0
22283,2,02,V1,1,2,2,2,26,2,13,01,17,81,,,0,0,09,33,1,3,3,1,11408,14179.29,3802.6666666666665,0,0,1,0,14000.0
22283,2,01,V1,1,3,2,2,43,2,01,01,0,11,47110,522,0,4500,09,33,1,2,5,1,14033,25373.47,2806.6,4500,1,0,0,-6500.0
22283,2,02,V1,1,3,2,2,60,2,01,01,0,92,,,0,6000,09,33,1,3,4,1,17042,25373.47,4260.5,6000,0,0,1,11000.0
22283,2,01,V1,1,4,2,2,38,2,01,01,0,93,,,0,0,09,33,1,2,4,2,13150,44776.71,3287.5,0,0,0,1,11000.0
22283,2,02,V1,1,4,2,2,32,2,06,01,5,93,,,0,0,09,33,1,2,5,2,11942,44776.71,2388.4,0,0,0,1,9000.0
22284,2,01,V1,1,1,2,2,46,2,10,01,12,92,,,0,0,08,20,2,9,4,1,13267,37876.42,3316.75,0,0,0,1,25000.0
22284,2,02,V1,1,1,4,2,49,2,08,01,10,92,,,0,0,08,20,2,9,7,1,17250,37876.42,2464.285714285714,0,0,0,1,0.0
22284,2,01,V1,1,2,2,2,36,2,10,01,14,92,,,0,0,08,20,2,9,4,1,16667,17905.22,4166.75,0,0,0,1,25000.0
22284,2,01,V1,1,3,2,2,48,2,01,01,0,11,14105,753,0,5000,08,20,2,9,8,1,14233,14461.91,1779.125,5000,1,0,0,10000.0
22284,2,01,V1,1,3,4,2,24,2,08,01,10,92,,,0,0,08,20,2,9,8,1,14233,14461.91,1779.125,0,0,0,1,10000.0
22284,2,02,V1,1,3,2,2,55,2,01,01,0,92,,,0,0,08,20,1,3,3,2,17333,14461.91,5777.666666666667,0,0,0,1,0.0
22284,2,02,V1,1,3,4,2,28,2,12,03,16,31,20119,251,29000,0,08,20,1,3,3,2,17333,14461.91,5777.666666666667,29000,1,0,0,0.0
22284,2,01,V1,1,4,4,2,33,2,01,01,0,92,,,0,0,08,20,2,9,7,3,9667,35121.77,1381.0,0,0,0,1,0.0
22284,2,02,V1,1,4,2,2,28,2,07,01,9,92,,,0,0,08,20,1,9,4,1,27917,35121.77,6979.25,0,0,0,1,50000.0
22290,2,01,V1,1,1,2,2,47,2,12,01,15,92,,,0,0,33,31,1,3,4,2,21440,18145.31,5360.0,0,0,0,1,52400.0
22290,2,02,V1,1,1,2,2,39,2,12,01,15,92,,,0,0,33,31,1,3,3,1,14280,18145.31,4760.0,0,0,0,1,70000.0
22290,2,01,V1,1,2,2,2,36,2,13,01,17,92,,,0,0,33,31,1,3,4,2,15200,63986.1,3800.0,0,0,0,1,36700.0
22290,2,02,V1,1,2,2,2,37,2,12,01,15,31,64990,422,16700,0,33,31,1,3,4,2,13943,63986.1,3485.75,16700,1,0,0,31200.0
22290,2,01,V1,1,3,2,2,40,2,07,01,8,92,,,0,0,33,31,1,3,3,2,13068,21010.36,4356.0,0,0,0,1,16800.0
22290,2,02,V1,1,3,2,2,25,2,07,01,9,21,96010,815,0,0,33,31,3,3,2,1,13790,21010.36,6895.0,0,1,0,0,20000.0
22290,2,02,V1,1,4,2,2,53,2,01,01,0,92,,,0,0,33,31,1,3,2,2,9487,8595.15,4743.5,0,0,0,1,15000.0
22291,2,01,V1,1,1,2,2,50,2,01,01,0,31,97001,911,5000,0,27,25,1,2,7,2,12750,14881.47,1821.4285714285713,5000,1,0,0,10000.0
22291,2,01,V1,1,1,4,2,29,2,12,01,15,31,97001,911,6000,0,27,25,1,2,7,2,12750,14881.47,1821.4285714285713,6000,1,0,0,10000.0
22291,2,02,V1,1,1,2,2,38,2,06,01,7,93,,,0,0,27,25,1,9,4,2,7417,14881.47,1854.25,0,0,0,1,12800.0
22291,2,01,V1,1,2,2,2,35,2,01,01,0,31,97001,911,5000,0,27,25,1,3,5,2,8500,45834.94,1700.0,5000,1,0,0,15000.0
22291,2,02,V1,1,2,2,2,40,2,05,01,4,31,97001,911,4500,0,27,25,1,2,5,2,10583,45834.94,2116.6,4500,1,0,0,11000.0
22291,2,01,V1,1,3,2,2,30,2,12,01,17,81,,,0,0,27,25,1,9,4,2,7500,51192.27,1875.0,0,0,1,0,18000.0
22291,2,02,V1,1,3,2,2,38,2,05,01,4,31,97001,911,4000,0,27,25,1,3,5,2,8500,51192.27,1700.0,4000,1,0,0,0.0
22291,2,01,V1,1,4,2,2,56,2,01,01,0,31,96097,532,12000,0,27,25,1,9,2,2,4217,28572.43,2108.5,12000,1,0,0,0.0
22293,2,01,V1,1,1,2,2,55,2,06,01,5,92,,,0,0,16,01,1,3,4,9,14267,1740.7,3566.75,0,0,0,1,0.0
22293,2,02,V1,1,1,2,2,52,2,12,01,15,92,,,0,0,16,01,1,9,4,9,17167,1740.7,4291.75,0,0,0,1,0.0
22293,2,01,V1,1,2,2,2,42,2,06,01,7,92,,,0,0,16,01,1,9,4,1,12225,2030.81,3056.25,0,0,0,1,14000.0
22293,2,02,V1,1,2,2,2,40,2,07,01,9,31,86904,322,24000,0,16,01,1,9,3,2,20217,2030.81,6739.0,24000,1,0,0,18000.0
22293,2,01,V1,1,3,2,2,37,2,08,01,10,92,,,0,0,16,01,1,9,4,3,8300,3191.28,2075.0,0,0,0,1,0.0
22293,2,02,V1,1,3,2,2,44,2,07,01,9,92,,,0,0,16,01,1,3,4,1,11450,3191.28,2862.5,0,0,0,1,12000.0
22293,2,01,V1,1,4,2,2,43,2,07,01,8,11,47711,521,0,8000,16,01,1,2,3,2,9042,4714.38,3014.0,8000,1,0,0,12000.0
22294,2,01,V1,1,1,2,2,60,2,07,01,8,92,,,0,0,34,02,2,3,8,2,31867,1705.33,3983.375,0,0,0,1,0.0
22294,2,01,V1,1,1,3,2,33,2,13,04,18,92,,,0,0,34,02,2,3,8,2,31867,1705.33,3983.375,0,0,0,1,0.0
22294,2,02,V1,1,1,2,2,43,2,07,01,8,31,97001,512,6500,0,34,02,1,2,5,3,10763,1705.33,2152.6,6500,1,0,0,0.0
22294,2,01,V1,1,2,2,2,29,2,12,03,16,12,74201,334,0,25000,34,02,1,3,2,1,23367,1218.1,11683.5,25000,1,0,0,27000.0
22294,2,02,V1,1,2,2,2,38,2,12,01,15,92,,,0,0,34,02,1,2,5,2,32750,1218.1,6550.0,0,0,0,1,57600.0
22297,2,01,V1,1,1,2,2,44,2,13,01,17,21,47711,522,0,0,23,10,5,9,6,1,16554,37479.82,2759.0,0,1,0,0,20580.0
22297,2,02,V1,1,1,4,2,46,2,12,01,15,92,,,0,0,23,10,1,9,4,1,29685,37479.82,7421.25,0,0,0,1,0.0
22297,2,01,V1,1,2,2,2,43,2,12,01,15,11,14105,753,0,1500,23,10,5,9,5,1,13579,21417.04,2715.8,1500,1,0,0,45000.0
22297,2,02,V1,1,2,2,2,31,2,13,13,18,92,,,0,0,23,10,5,9,5,1,13861,21417.04,2772.2,0,0,0,1,30000.0
22297,2,01,V1,1,3,2,2,36,2,07,01,10,92,,,0,0,23,10,1,3,5,2,19472,16827.67,3894.4,0,0,0,1,27850.0
22297,2,01,V1,1,4,2,2,60,2,01,01,0,92,,,0,0,23,10,2,3,6,2,8194,9178.73,1365.6666666666667,0,0,0,1,0.0
22297,2,01,V1,1,4,4,2,28,2,07,01,10,92,,,0,0,23,10,2,3,6,2,8194,9178.73,1365.6666666666667,0,0,0,1,0.0
22297,2,02,V1,1,4,4,2,28,2,01,01,0,92,,,0,0,23,10,1,3,7,1,9329,9178.73,1332.7142857142858,0,0,0,1,0.0
22305,2,01,V1,1,1,2,2,41,2,06,01,5,92,,,0,0,09,33,1,2,5,2,18125,15530.66,3625.0,0,0,0,1,36800.0
22305,2,01,V1,1,2,2,2,31,2,07,01,8,92,,,0,0,09,33,1,2,6,2,18875,15530.66,3145.8333333333335,0,0,0,1,26500.0
22305,2,02,V1,1,2,2,2,45,2,10,01,12,92,,,0,0,09,33,3,9,4,1,15833,15530.66,3958.25,0,0,0,1,14500.0
22305,2,01,V1,1,3,4,2,31,2,07,01,8,92,,,0,0,09,33,1,2,6,1,18208,12706.91,3034.6666666666665,0,0,0,1,0.0
22305,2,02,V1,1,3,2,2,41,2,01,01,0,31,97001,911,5000,0,09,33,1,2,7,2,19583,12706.91,2797.5714285714284,5000,1,0,0,13500.0
22310,2,01,V1,1,1,2,2,40,2,08,01,10,92,,,0,0,09,33,1,3,6,1,9567,33625.43,1594.5,0,0,0,1,12500.0
22310,2,02,V1,1,1,2,2,44,2,07,01,8,92,,,0,0,09,33,1,2,4,1,11883,33625.43,2970.75,0,0,0,1,16000.0
22310,2,01,V1,1,2,2,2,32,2,08,01,10,92,,,0,0,09,33,1,2,7,1,12375,28221.34,1767.857142857143,0,0,0,1,17000.0
22310,2,02,V1,1,2,2,2,59,2,01,01,0,11,01412,612,0,14500,09,33,1,2,8,1,15950,28221.34,1993.75,14500,1,0,0,0.0
22310,2,02,V1,1,2,4,2,30,2,07,01,8,21,01412,612,0,0,09,33,1,2,8,1,15950,28221.34,1993.75,0,1,0,0,0.0
22310,2,02,V1,1,2,4,2,24,2,10,01,12,92,,,0,0,09,33,1,2,8,1,15950,28221.34,1993.75,0,0,0,1,0.0
22310,2,01,V1,1,3,2,2,30,2,08,01,10,92,,,0,0,09,33,1,3,3,3,8867,19814.98,2955.6666666666665,0,0,0,1,0.0
22310,2,02,V1,1,3,2,2,26,2,07,01,8,92,,,0,0,09,33,1,3,3,3,9883,19814.98,3294.3333333333335,0,0,0,1,0.0
22310,2,02,V1,1,4,2,2,25,2,07,01,8,92,,,0,0,09,33,1,3,2,3,9708,45034.05,4854.0,0,0,0,1,0.0
22312,2,01,V1,1,2,2,2,22,2,08,01,12,92,,,0,0,25,02,1,2,2,2,7992,286.44,3996.0,0,0,0,1,12000.0
22312,2,03,V1,1,2,2,2,29,2,08,01,10,92,,,0,0,25,02,1,3,2,2,6567,286.44,3283.5,0,0,0,1,15000.0
22312,2,02,V1,1,3,2,2,20,2,10,01,12,31,32901,932,9000,0,25,02,1,3,2,2,8083,3819.24,4041.5,9000,1,0,0,9500.0
22312,2,03,V1,1,3,2,2,18,2,01,01,0,92,,,0,0,25,02,1,2,2,2,5000,3819.24,2500.0,0,0,0,1,10000.0
22315,2,01,V1,1,1,2,2,41,2,07,01,9,11,56101,512,0,7000,33,36,1,2,5,1,15334,34460.0,3066.8,7000,1,0,0,6000.0
22315,2,02,V1,1,1,2,2,38,2,11,11,13,93,,,0,0,33,36,1,2,3,2,15570,34460.0,5190.0,0,0,0,1,9550.0
22315,2,01,V1,1,2,2,2,35,2,10,01,12,92,,,0,0,33,36,1,2,4,9,7968,40541.18,1992.0,0,0,0,1,0.0
22315,2,02,V1,1,2,2,2,42,2,07,01,10,11,14105,753,0,1850,33,36,1,3,5,1,9784,40541.18,1956.8,1850,1,0,0,3250.0
22315,2,01,V1,1,3,2,2,45,2,06,01,5,92,,,0,0,33,36,1,2,4,3,12452,42568.24,3113.0,0,0,0,1,0.0
22315,2,01,V1,1,4,2,2,45,2,06,01,6,31,85301,961,3150,0,33,36,1,2,3,2,6211,41892.55,2070.3333333333335,3150,1,0,0,0.0
22315,2,02,V1,1,4,2,2,29,2,07,01,10,92,,,0,0,33,36,1,2,6,3,12532,41892.55,2088.6666666666665,0,0,0,1,0.0
22318,2,01,V1,1,1,2,2,35,2,12,01,15,31,64990,134,15000,0,32,11,1,3,5,2,18503,9293.59,3700.6,15000,1,0,0,0.0
22318,2,02,V1,1,1,3,2,45,2,11,11,13,93,,,0,0,32,11,1,3,5,1,20123,9293.59,4024.6,0,0,0,1,6000.0
22318,2,01,V1,1,2,2,2,46,2,07,01,10,92,,,0,0,32,11,2,3,4,1,16558,14456.7,4139.5,0,0,0,1,12500.0
22318,2,01,V1,1,3,2,2,52,2,07,01,9,92,,,0,0,32,11,1,3,3,3,11523,8777.28,3841.0,0,0,0,1,0.0
22318,2,02,V1,1,3,2,2,39,2,07,01,10,21,56210,941,0,0,32,11,1,3,5,1,19263,8777.28,3852.6,0,1,0,0,18000.0
22318,2,02,V1,1,4,4,2,37,2,11,11,13,31,86905,431,20000,0,32,11,3,9,6,2,19578,14973.01,3263.0,20000,1,0,0,0.0
22322,2,01,V1,1,1,2,2,55,2,08,01,10,92,,,0,0,20,12,1,9,4,2,16500,10042.23,4125.0,0,0,0,1,0.0
22322,2,02,V1,1,1,2,2,48,2,12,01,15,92,,,0,0,20,12,1,9,5,2,18083,10042.23,3616.6,0,0,0,1,36500.0
22322,2,03,V1,1,1,2,2,52,2,08,01,10,11,14105,753,0,0,20,12,1,9,3,2,11250,10042.23,3750.0,0,1,0,0,9500.0
22322,2,01,V1,1,2,2,2,33,2,12,01,15,92,,,0,0,20,12,1,9,4,2,18983,9414.59,4745.75,0,0,0,1,42500.0
22322,2,02,V1,1,2,2,2,58,2,08,01,10,92,,,0,0,20,12,1,9,2,9,12850,9414.59,6425.0,0,0,0,1,0.0
22322,2,01,V1,1,3,2,2,32,2,07,01,9,92,,,0,0,20,12,1,3,3,1,10083,1255.28,3361.0,0,0,0,1,36500.0
22322,2,01,V1,1,4,4,2,35,2,07,01,9,92,,,0,0,20,12,1,3,4,9,12583,4393.47,3145.75,0,0,0,1,0.0
22325,2,01,V1,1,1,2,2,54,2,08,01,10,92,,,0,0,19,01,1,9,4,2,21600,6830.48,5400.0,0,0,0,1,15000.0
22325,2,01,V1,1,1,4,2,26,2,12,01,15,31,64191,331,20000,0,19,01,1,9,4,2,21600,6830.48,5400.0,20000,1,0,0,15000.0
22325,2,02,V1,1,1,2,2,52,2,08,01,10,92,,,0,0,19,01,1,2,6,1,23633,6830.48,3938.8333333333335,0,0,0,1,15000.0
22325,2,02,V1,1,1,4,2,20,2,08,01,10,92,,,0,0,19,01,1,2,6,1,23633,6830.48,3938.8333333333335,0,0,0,1,15000.0
22325,2,01,V1,1,2,4,2,27,2,10,01,12,81,,,0,0,19,01,1,2,4,2,17800,10245.72,4450.0,0,0,1,0,0.0
22325,2,02,V1,1,2,2,2,36,2,01,01,0,92,,,0,0,19,01,1,2,4,2,11183,10245.72,2795.75,0,0,0,1,7000.0
22325,2,01,V1,1,3,2,2,39,2,07,01,9,11,56101,515,0,8000,19,01,6,1,2,2,10667,16222.39,5333.5,8000,1,0,0,10000.0
22334,2,01,V1,1,1,2,2,55,2,01,01,0,93,,,0,0,06,20,1,3,5,2,12542,9183.95,2508.4,0,0,0,1,15000.0
22334,2,02,V1,1,1,2,2,40,2,12,01,15,31,85101,234,14000,0,06,20,1,9,5,2,20750,9183.95,4150.0,14000,1,0,0,16000.0
22334,2,01,V1,1,2,2,2,42,2,01,01,0,92,,,0,0,06,20,1,9,5,2,15250,14286.14,3050.0,0,0,0,1,18500.0
22334,2,01,V1,1,3,2,2,35,2,01,01,0,92,,,0,0,06,20,1,3,5,2,9917,15306.58,1983.4,0,0,0,1,18500.0
22334,2,02,V1,1,3,2,2,32,2,07,01,9,31,24209,721,12500,0,06,20,1,2,5,2,13875,15306.58,2775.0,12500,1,0,0,14500.0
22334,2,01,V1,1,4,2,2,34,2,06,01,5,92,,,0,0,06,20,1,2,4,2,10833,29592.71,2708.25,0,0,0,1,15000.0
22334,2,02,V1,1,4,2,2,29,2,06,01,5,92,,,0,0,06,20,1,3,3,2,11375,29592.71,3791.6666666666665,0,0,0,1,18500.0
22335,2,01,V1,1,1,2,2,46,2,08,01,10,92,,,0,0,27,02,1,9,4,2,8993,38673.62,2248.25,0,0,0,1,21500.0
22335,2,02,V1,1,1,2,2,42,2,07,01,8,92,,,0,0,27,02,1,9,4,1,11772,38673.62,2943.0,0,0,0,1,21000.0
22335,2,01,V1,1,2,4,2,40,2,08,01,10,92,,,0,0,27,02,1,3,6,2,10943,29298.19,1823.8333333333333,0,0,0,1,0.0
22335,2,02,V1,1,4,4,2,32,2,07,01,8,31,97001,911,6000,0,27,02,1,9,5,3,8712,19922.77,1742.4,6000,1,0,0,0.0
22336,2,02,V1,1,2,2,2,21,2,08,01,10,92,,,0,0,03,07,1,2,3,2,15675,940.92,5225.0,0,0,0,1,18000.0
22336,2,03,V1,1,2,2,2,46,2,01,01,0,92,,,0,0,03,07,1,3,5,2,16250,940.92,3250.0,0,0,0,1,11000.0
22336,2,01,V1,1,3,2,2,22,2,08,01,10,92,,,0,0,03,07,1,2,3,2,10667,3450.03,3555.6666666666665,0,0,0,1,14000.0
22336,2,02,V1,1,3,2,2,40,2,07,01,8,31,30921,932,7500,0,03,07,1,3,3,2,18067,3450.03,6022.333333333333,7500,1,0,0,26000.0
22336,2,01,V1,1,4,2,2,39,2,01,01,0,92,,,0,0,03,07,1,2,7,2,10150,20700.17,1450.0,0,0,0,1,14000.0
22337,2,01,V1,1,1,2,2,52,2,13,01,17,11,85211,233,0,30000,27,22,6,2,4,2,15758,19671.89,3939.5,30000,1,0,0,18000.0
22337,2,02,V1,1,1,2,2,55,2,06,01,5,92,,,0,0,27,22,6,2,7,2,17188,19671.89,2455.4285714285716,0,0,0,1,0.0
22337,2,02,V1,1,1,4,2,32,2,12,01,15,92,,,0,0,27,22,6,2,7,2,17188,19671.89,2455.4285714285716,0,0,0,1,0.0
22337,2,01,V1,1,2,2,2,43,2,07,01,9,92,,,0,0,27,22,6,2,5,2,17542,24211.56,3508.4,0,0,0,1,25000.0
22337,2,02,V1,1,2,2,2,24,2,10,01,12,92,,,0,0,27,22,1,3,3,2,14417,24211.56,4805.666666666667,0,0,0,1,19000.0
22337,2,01,V1,1,3,2,2,30,2,07,01,7,92,,,0,0,27,22,1,9,5,2,15883,11601.37,3176.6,0,0,0,1,18000.0
22337,2,02,V1,1,3,2,2,59,2,07,01,9,31,85101,322,4500,0,27,22,6,2,2,2,11292,11601.37,5646.0,4500,1,0,0,16000.0
22337,2,02,V1,1,4,2,2,38,2,07,01,9,92,,,0,0,27,22,6,2,3,2,12417,22193.93,4139.0,0,0,0,1,16000.0
22340,2,01,V1,1,1,2,2,27,2,10,01,12,31,84111,263,5000,0,28,07,3,2,6,2,24375,9289.9,4062.5,5000,1,0,0,5000.0
22340,2,01,V1,1,3,2,2,34,2,06,01,7,31,84119,961,13000,0,28,07,3,2,4,2,16958,21676.44,4239.5,13000,1,0,0,10000.0
22340,2,02,V1,1,3,2,2,23,2,06,01,7,92,,,0,0,28,07,3,2,2,2,10833,21676.44,5416.5,0,0,0,1,12000.0
22345,2,01,V1,1,1,2,2,50,2,07,01,8,92,,,0,0,33,02,1,3,4,3,16567,18740.77,4141.75,0,0,0,1,0.0
22345,2,02,V1,1,1,2,2,38,2,12,06,16,31,85211,233,18000,0,33,02,1,3,4,2,15787,18740.77,3946.75,18000,1,0,0,18000.0
22345,2,01,V1,1,2,2,2,50,2,06,01,6,92,,,0,0,33,02,1,3,6,3,17817,22384.8,2969.5,0,0,0,1,0.0
22345,2,01,V1,1,2,4,2,27,2,10,01,12,92,,,0,0,33,02,1,3,6,3,17817,22384.8,2969.5,0,0,0,1,0.0
22345,2,02,V1,1,2,2,2,28,2,12,01,15,92,,,0,0,33,02,1,2,4,1,16600,22384.8,4150.0,0,0,0,1,18000.0
22345,2,01,V1,1,3,2,2,48,2,07,01,8,92,,,0,0,33,02,3,3,3,1,15787,20823.07,5262.333333333333,0,0,0,1,17000.0
22345,2,02,V1,1,3,4,2,50,2,01,01,0,92,,,0,0,33,02,1,3,6,2,18817,20823.07,3136.1666666666665,0,0,0,1,0.0
22345,2,01,V1,1,4,2,2,25,2,08,01,11,92,,,0,0,33,02,1,3,4,3,16517,14576.15,4129.25,0,0,0,1,0.0
22345,2,02,V1,1,4,2,2,40,2,01,01,0,11,47213,521,0,7000,33,02,1,3,2,3,8267,14576.15,4133.5,7000,1,0,0,0.0
22360,2,01,V1,1,1,2,2,45,2,08,01,10,11,47211,522,0,7500,03,05,1,9,7,1,15617,7850.21,2231.0,7500,1,0,0,7000.0
22360,2,02,V1,1,1,2,2,50,2,08,01,10,93,,,0,0,03,05,4,9,3,1,13833,7850.21,4611.0,0,0,0,1,8500.0
22360,2,01,V1,1,2,4,2,46,2,05,01,4,93,,,0,0,03,05,4,2,7,3,9000,8874.15,1285.7142857142858,0,0,0,1,0.0
22360,2,02,V1,1,2,2,2,30,2,08,01,10,11,14105,753,0,2500,03,05,4,2,4,2,10967,8874.15,2741.75,2500,1,0,0,8000.0
22360,2,01,V1,1,3,4,2,35,2,07,01,8,93,,,0,0,03,05,4,2,7,1,15133,9898.09,2161.8571428571427,0,0,0,1,0.0
22360,2,02,V1,1,4,2,2,35,2,07,01,8,93,,,0,0,03,05,4,2,4,3,6867,10922.03,1716.75,0,0,0,1,0.0
22362,2,01,V1,1,1,2,2,42,2,10,01,12,92,,,0,0,28,26,1,9,3,1,23000,11845.56,7666.666666666667,0,0,0,1,45000.0
22362,2,02,V1,1,1,2,2,39,2,10,01,12,92,,,0,0,28,26,1,3,4,2,14475,11845.56,3618.75,0,0,0,1,18000.0
22362,2,01,V1,1,2,2,2,40,2,07,01,8,92,,,0,0,28,26,1,3,7,1,24842,16109.96,3548.8571428571427,0,0,0,1,35000.0
22362,2,02,V1,1,2,2,2,23,2,12,01,15,92,,,0,0,28,26,2,9,3,1,27917,16109.96,9305.666666666666,0,0,0,1,30000.0
22362,2,01,V1,1,3,2,2,52,2,07,01,8,92,,,0,0,28,26,1,3,2,3,13583,18952.89,6791.5,0,0,0,1,0.0
22362,2,01,V1,1,4,2,2,36,2,06,01,7,21,56101,512,0,0,28,26,1,2,4,1,17342,23691.11,4335.5,0,1,0,0,22000.0
22366,2,01,V1,1,1,2,2,45,2,07,01,9,21,47110,121,0,0,15,08,3,1,8,1,29600,1681.19,3700.0,0,1,0,0,40000.0
22366,2,02,V1,1,1,2,2,49,2,07,01,9,92,,,0,0,15,08,3,1,5,2,23000,1681.19,4600.0,0,0,0,1,30000.0
22366,2,01,V1,1,2,2,2,31,2,10,01,12,92,,,0,0,15,08,3,1,5,1,23300,1050.75,4660.0,0,0,0,1,30000.0
22366,2,02,V1,1,2,4,2,53,2,07,01,9,92,,,0,0,15,08,3,1,7,1,19700,1050.75,2814.285714285714,0,0,0,1,0.0
22366,2,02,V1,1,3,2,2,38,2,07,01,9,92,,,0,0,15,08,3,1,4,1,22500,560.4,5625.0,0,0,0,1,25000.0
